"","incits","county or equivalent","state or equivalent"
"1","01005","Barbour County","Alabama"
"2","01007","Bibb County","Alabama"
"3","01009","Blount County","Alabama"
"4","01011","Bullock County","Alabama"
"5","01013","Butler County","Alabama"
"6","01015","Calhoun County","Alabama"
"7","01017","Chambers County","Alabama"
"8","01019","Cherokee County","Alabama"
"9","01021","Chilton County","Alabama"
"10","01023","Choctaw County","Alabama"
"11","01025","Clarke County","Alabama"
"12","01027","Clay County","Alabama"
"13","01029","Cleburne County","Alabama"
"14","01031","Coffee County","Alabama"
"15","01033","Colbert County","Alabama"
"16","01035","Conecuh County","Alabama"
"17","01037","Coosa County","Alabama"
"18","01039","Covington County","Alabama"
"19","01041","Crenshaw County","Alabama"
"20","01043","Cullman County","Alabama"
"21","01045","Dale County","Alabama"
"22","01047","Dallas County","Alabama"
"23","01049","DeKalb County","Alabama"
"24","01051","Elmore County","Alabama"
"25","01053","Escambia County","Alabama"
"26","01055","Etowah County","Alabama"
"27","01057","Fayette County","Alabama"
"28","01059","Franklin County","Alabama"
"29","01061","Geneva County","Alabama"
"30","01063","Greene County","Alabama"
"31","01065","Hale County","Alabama"
"32","01067","Henry County","Alabama"
"33","01069","Houston County","Alabama"
"34","01071","Jackson County","Alabama"
"35","01073","Jefferson County","Alabama"
"36","01075","Lamar County","Alabama"
"37","01077","Lauderdale County","Alabama"
"38","01079","Lawrence County","Alabama"
"39","01081","Lee County","Alabama"
"40","01083","Limestone County","Alabama"
"41","01085","Lowndes County","Alabama"
"42","01087","Macon County","Alabama"
"43","01089","Madison County","Alabama"
"44","01091","Marengo County","Alabama"
"45","01093","Marion County","Alabama"
"46","01095","Marshall County","Alabama"
"47","01097","Mobile County","Alabama"
"48","01099","Monroe County","Alabama"
"49","01101","Montgomery County","Alabama"
"50","01103","Morgan County","Alabama"
"51","01105","Perry County","Alabama"
"52","01107","Pickens County","Alabama"
"53","01109","Pike County","Alabama"
"54","01111","Randolph County","Alabama"
"55","01113","Russell County","Alabama"
"56","01115","St. Clair County","Alabama"
"57","01117","Shelby County","Alabama"
"58","01119","Sumter County","Alabama"
"59","01121","Talladega County","Alabama"
"60","01123","Tallapoosa County","Alabama"
"61","01125","Tuscaloosa County","Alabama"
"62","01127","Walker County","Alabama"
"63","01129","Washington County","Alabama"
"64","01131","Wilcox County","Alabama"
"65","01133","Winston County","Alabama"
"66","02013","Aleutians East Borough[a]","Alaska"
"67","02016","Aleutians West Census Area[b]","Alaska"
"68","02020","Anchorage, Municipality of[a][c]","Alaska"
"69","02050","Bethel Census Area[b]","Alaska"
"70","02060","Bristol Bay Borough[a]","Alaska"
"71","02063","Chugach Census Area[b]","Alaska"
"72","02066","Copper River Census Area[b]","Alaska"
"73","02068","Denali Borough[a]","Alaska"
"74","02070","Dillingham Census Area[b]","Alaska"
"75","02090","Fairbanks North Star Borough[a]","Alaska"
"76","02100","Haines Borough[a]","Alaska"
"77","02105","Hoonah–Angoon Census Area[b]","Alaska"
"78","02110","Juneau, City and Borough of[a][d]","Alaska"
"79","02122","Kenai Peninsula Borough[a]","Alaska"
"80","02130","Ketchikan Gateway Borough[a]","Alaska"
"81","02150","Kodiak Island Borough[a]","Alaska"
"82","02158","Kusilvak Census Area[b]","Alaska"
"83","02164","Lake and Peninsula Borough[a]","Alaska"
"84","02170","Matanuska-Susitna Borough[a]","Alaska"
"85","02180","Nome Census Area[b]","Alaska"
"86","02185","North Slope Borough[a]","Alaska"
"87","02188","Northwest Arctic Borough[a]","Alaska"
"88","02195","Petersburg Borough[a][e]","Alaska"
"89","02198","Prince of Wales – Hyder Census Area[b]","Alaska"
"90","02220","Sitka, City and Borough of[a][f]","Alaska"
"91","02230","Skagway, Municipality of[a]","Alaska"
"92","02240","Southeast Fairbanks Census Area[b]","Alaska"
"93","02275","Wrangell, City and Borough of[a]","Alaska"
"94","02282","Yakutat, City and Borough of[a][g]","Alaska"
"95","02290","Yukon–Koyukuk Census Area[b]","Alaska"
"96","60010","Eastern District[2]","American Samoa"
"97","60020","Manu'a District[2]","American Samoa"
"98","60030","Rose Atoll (Rose Island)[2]","American Samoa"
"99","60040","Swains Island[2]","American Samoa"
"100","60050","Western District[2]","American Samoa"
"101","04001","Apache County","Arizona"
"102","04003","Cochise County","Arizona"
"103","04005","Coconino County","Arizona"
"104","04007","Gila County","Arizona"
"105","04009","Graham County","Arizona"
"106","04011","Greenlee County","Arizona"
"107","04012","La Paz County","Arizona"
"108","04013","Maricopa County","Arizona"
"109","04015","Mohave County","Arizona"
"110","04017","Navajo County","Arizona"
"111","04019","Pima County","Arizona"
"112","04021","Pinal County","Arizona"
"113","04023","Santa Cruz County","Arizona"
"114","04025","Yavapai County","Arizona"
"115","04027","Yuma County","Arizona"
"116","05001","Arkansas County","Arkansas"
"117","05003","Ashley County","Arkansas"
"118","05005","Baxter County","Arkansas"
"119","05007","Benton County","Arkansas"
"120","05009","Boone County","Arkansas"
"121","05011","Bradley County","Arkansas"
"122","05013","Calhoun County","Arkansas"
"123","05015","Carroll County","Arkansas"
"124","05017","Chicot County","Arkansas"
"125","05019","Clark County","Arkansas"
"126","05021","Clay County","Arkansas"
"127","05023","Cleburne County","Arkansas"
"128","05025","Cleveland County","Arkansas"
"129","05027","Columbia County","Arkansas"
"130","05029","Conway County","Arkansas"
"131","05031","Craighead County","Arkansas"
"132","05033","Crawford County","Arkansas"
"133","05035","Crittenden County","Arkansas"
"134","05037","Cross County","Arkansas"
"135","05039","Dallas County","Arkansas"
"136","05041","Desha County","Arkansas"
"137","05043","Drew County","Arkansas"
"138","05045","Faulkner County","Arkansas"
"139","05047","Franklin County","Arkansas"
"140","05049","Fulton County","Arkansas"
"141","05051","Garland County","Arkansas"
"142","05053","Grant County","Arkansas"
"143","05055","Greene County","Arkansas"
"144","05057","Hempstead County","Arkansas"
"145","05059","Hot Spring County","Arkansas"
"146","05061","Howard County","Arkansas"
"147","05063","Independence County","Arkansas"
"148","05065","Izard County","Arkansas"
"149","05067","Jackson County","Arkansas"
"150","05069","Jefferson County","Arkansas"
"151","05071","Johnson County","Arkansas"
"152","05073","Lafayette County","Arkansas"
"153","05075","Lawrence County","Arkansas"
"154","05077","Lee County","Arkansas"
"155","05079","Lincoln County","Arkansas"
"156","05081","Little River County","Arkansas"
"157","05083","Logan County","Arkansas"
"158","05085","Lonoke County","Arkansas"
"159","05087","Madison County","Arkansas"
"160","05089","Marion County","Arkansas"
"161","05091","Miller County","Arkansas"
"162","05093","Mississippi County","Arkansas"
"163","05095","Monroe County","Arkansas"
"164","05097","Montgomery County","Arkansas"
"165","05099","Nevada County","Arkansas"
"166","05101","Newton County","Arkansas"
"167","05103","Ouachita County","Arkansas"
"168","05105","Perry County","Arkansas"
"169","05107","Phillips County","Arkansas"
"170","05109","Pike County","Arkansas"
"171","05111","Poinsett County","Arkansas"
"172","05113","Polk County","Arkansas"
"173","05115","Pope County","Arkansas"
"174","05117","Prairie County","Arkansas"
"175","05119","Pulaski County","Arkansas"
"176","05121","Randolph County","Arkansas"
"177","05123","St. Francis County","Arkansas"
"178","05125","Saline County","Arkansas"
"179","05127","Scott County","Arkansas"
"180","05129","Searcy County","Arkansas"
"181","05131","Sebastian County","Arkansas"
"182","05133","Sevier County","Arkansas"
"183","05135","Sharp County","Arkansas"
"184","05137","Stone County","Arkansas"
"185","05139","Union County","Arkansas"
"186","05141","Van Buren County","Arkansas"
"187","05143","Washington County","Arkansas"
"188","05145","White County","Arkansas"
"189","05147","Woodruff County","Arkansas"
"190","05149","Yell County","Arkansas"
"191","06001","Alameda County","California"
"192","06003","Alpine County","California"
"193","06005","Amador County","California"
"194","06007","Butte County","California"
"195","06009","Calaveras County","California"
"196","06011","Colusa County","California"
"197","06013","Contra Costa County","California"
"198","06015","Del Norte County","California"
"199","06017","El Dorado County","California"
"200","06019","Fresno County","California"
"201","06021","Glenn County","California"
"202","06023","Humboldt County","California"
"203","06025","Imperial County","California"
"204","06027","Inyo County","California"
"205","06029","Kern County","California"
"206","06031","Kings County","California"
"207","06033","Lake County","California"
"208","06035","Lassen County","California"
"209","06037","Los Angeles County","California"
"210","06039","Madera County","California"
"211","06041","Marin County","California"
"212","06043","Mariposa County","California"
"213","06045","Mendocino County","California"
"214","06047","Merced County","California"
"215","06049","Modoc County","California"
"216","06051","Mono County","California"
"217","06053","Monterey County","California"
"218","06055","Napa County","California"
"219","06057","Nevada County","California"
"220","06059","Orange County","California"
"221","06061","Placer County","California"
"222","06063","Plumas County","California"
"223","06065","Riverside County","California"
"224","06067","Sacramento County","California"
"225","06069","San Benito County","California"
"226","06071","San Bernardino County","California"
"227","06073","San Diego County","California"
"228","06075","San Francisco, City and County of[h]","California"
"229","06077","San Joaquin County","California"
"230","06079","San Luis Obispo County","California"
"231","06081","San Mateo County","California"
"232","06083","Santa Barbara County","California"
"233","06085","Santa Clara County","California"
"234","06087","Santa Cruz County","California"
"235","06089","Shasta County","California"
"236","06091","Sierra County","California"
"237","06093","Siskiyou County","California"
"238","06095","Solano County","California"
"239","06097","Sonoma County","California"
"240","06099","Stanislaus County","California"
"241","06101","Sutter County","California"
"242","06103","Tehama County","California"
"243","06105","Trinity County","California"
"244","06107","Tulare County","California"
"245","06109","Tuolumne County","California"
"246","06111","Ventura County","California"
"247","06113","Yolo County","California"
"248","06115","Yuba County","California"
"249","08001","Adams County","Colorado"
"250","08003","Alamosa County","Colorado"
"251","08005","Arapahoe County","Colorado"
"252","08007","Archuleta County","Colorado"
"253","08009","Baca County","Colorado"
"254","08011","Bent County","Colorado"
"255","08013","Boulder County","Colorado"
"256","08014","Broomfield, City and County of[i]","Colorado"
"257","08015","Chaffee County","Colorado"
"258","08017","Cheyenne County","Colorado"
"259","08019","Clear Creek County","Colorado"
"260","08021","Conejos County","Colorado"
"261","08023","Costilla County","Colorado"
"262","08025","Crowley County","Colorado"
"263","08027","Custer County","Colorado"
"264","08029","Delta County","Colorado"
"265","08031","Denver, City and County of[j]","Colorado"
"266","08033","Dolores County","Colorado"
"267","08035","Douglas County","Colorado"
"268","08037","Eagle County","Colorado"
"269","08039","Elbert County","Colorado"
"270","08041","El Paso County","Colorado"
"271","08043","Fremont County","Colorado"
"272","08045","Garfield County","Colorado"
"273","08047","Gilpin County","Colorado"
"274","08049","Grand County","Colorado"
"275","08051","Gunnison County","Colorado"
"276","08053","Hinsdale County","Colorado"
"277","08055","Huerfano County","Colorado"
"278","08057","Jackson County","Colorado"
"279","08059","Jefferson County","Colorado"
"280","08061","Kiowa County","Colorado"
"281","08063","Kit Carson County","Colorado"
"282","08065","Lake County","Colorado"
"283","08067","La Plata County","Colorado"
"284","08069","Larimer County","Colorado"
"285","08071","Las Animas County","Colorado"
"286","08073","Lincoln County","Colorado"
"287","08075","Logan County","Colorado"
"288","08077","Mesa County","Colorado"
"289","08079","Mineral County","Colorado"
"290","08081","Moffat County","Colorado"
"291","08083","Montezuma County","Colorado"
"292","08085","Montrose County","Colorado"
"293","08087","Morgan County","Colorado"
"294","08089","Otero County","Colorado"
"295","08091","Ouray County","Colorado"
"296","08093","Park County","Colorado"
"297","08095","Phillips County","Colorado"
"298","08097","Pitkin County","Colorado"
"299","08099","Prowers County","Colorado"
"300","08101","Pueblo County","Colorado"
"301","08103","Rio Blanco County","Colorado"
"302","08105","Rio Grande County","Colorado"
"303","08107","Routt County","Colorado"
"304","08109","Saguache County","Colorado"
"305","08111","San Juan County","Colorado"
"306","08113","San Miguel County","Colorado"
"307","08115","Sedgwick County","Colorado"
"308","08117","Summit County","Colorado"
"309","08119","Teller County","Colorado"
"310","08121","Washington County","Colorado"
"311","08123","Weld County","Colorado"
"312","08125","Yuma County","Colorado"
"313","09001","Fairfield County[k]","Connecticut"
"314","09003","Hartford County[k]","Connecticut"
"315","09005","Litchfield County[k]","Connecticut"
"316","09007","Middlesex County[k]","Connecticut"
"317","09009","New Haven County[k]","Connecticut"
"318","09011","New London County[k]","Connecticut"
"319","09013","Tolland County[k]","Connecticut"
"320","09015","Windham County[k]","Connecticut"
"321","09110","Capitol Planning Region[l]","Connecticut"
"322","09120","Greater Bridgeport Planning Region[l]","Connecticut"
"323","09130","Lower Connecticut River Valley Planning Region[l]","Connecticut"
"324","09140","Naugatuck Valley Planning Region[l]","Connecticut"
"325","09150","Northeastern Connecticut Planning Region[l]","Connecticut"
"326","09160","Northwest Hills Planning Region[l]","Connecticut"
"327","09170","South Central Connecticut Planning Region[l]","Connecticut"
"328","09180","Southeastern Connecticut Planning Region[l]","Connecticut"
"329","09190","Western Connecticut Planning Region[l]","Connecticut"
"330","10001","Kent County","Delaware"
"331","10003","New Castle County","Delaware"
"332","10005","Sussex County","Delaware"
"333","11001","District of Columbia[m]","District of Columbia"
"334","12001","Alachua County","Florida"
"335","12003","Baker County","Florida"
"336","12005","Bay County","Florida"
"337","12007","Bradford County","Florida"
"338","12009","Brevard County","Florida"
"339","12011","Broward County","Florida"
"340","12013","Calhoun County","Florida"
"341","12015","Charlotte County","Florida"
"342","12017","Citrus County","Florida"
"343","12019","Clay County","Florida"
"344","12021","Collier County","Florida"
"345","12023","Columbia County","Florida"
"346","12027","DeSoto County","Florida"
"347","12029","Dixie County","Florida"
"348","12031","Duval County","Florida"
"349","12033","Escambia County","Florida"
"350","12035","Flagler County","Florida"
"351","12037","Franklin County","Florida"
"352","12039","Gadsden County","Florida"
"353","12041","Gilchrist County","Florida"
"354","12043","Glades County","Florida"
"355","12045","Gulf County","Florida"
"356","12047","Hamilton County","Florida"
"357","12049","Hardee County","Florida"
"358","12051","Hendry County","Florida"
"359","12053","Hernando County","Florida"
"360","12055","Highlands County","Florida"
"361","12057","Hillsborough County","Florida"
"362","12059","Holmes County","Florida"
"363","12061","Indian River County","Florida"
"364","12063","Jackson County","Florida"
"365","12065","Jefferson County","Florida"
"366","12067","Lafayette County","Florida"
"367","12069","Lake County","Florida"
"368","12071","Lee County","Florida"
"369","12073","Leon County","Florida"
"370","12075","Levy County","Florida"
"371","12077","Liberty County","Florida"
"372","12079","Madison County","Florida"
"373","12081","Manatee County","Florida"
"374","12083","Marion County","Florida"
"375","12085","Martin County","Florida"
"376","12086","Miami-Dade County","Florida"
"377","12087","Monroe County","Florida"
"378","12089","Nassau County","Florida"
"379","12091","Okaloosa County","Florida"
"380","12093","Okeechobee County","Florida"
"381","12095","Orange County","Florida"
"382","12097","Osceola County","Florida"
"383","12099","Palm Beach County","Florida"
"384","12101","Pasco County","Florida"
"385","12103","Pinellas County","Florida"
"386","12105","Polk County","Florida"
"387","12107","Putnam County","Florida"
"388","12109","St. Johns County","Florida"
"389","12111","St. Lucie County","Florida"
"390","12113","Santa Rosa County","Florida"
"391","12115","Sarasota County","Florida"
"392","12117","Seminole County","Florida"
"393","12119","Sumter County","Florida"
"394","12121","Suwannee County","Florida"
"395","12123","Taylor County","Florida"
"396","12125","Union County","Florida"
"397","12127","Volusia County","Florida"
"398","12129","Wakulla County","Florida"
"399","12131","Walton County","Florida"
"400","12133","Washington County","Florida"
"401","13001","Appling County","Georgia"
"402","13003","Atkinson County","Georgia"
"403","13005","Bacon County","Georgia"
"404","13007","Baker County","Georgia"
"405","13009","Baldwin County","Georgia"
"406","13011","Banks County","Georgia"
"407","13013","Barrow County","Georgia"
"408","13015","Bartow County","Georgia"
"409","13017","Ben Hill County","Georgia"
"410","13019","Berrien County","Georgia"
"411","13021","Bibb County","Georgia"
"412","13023","Bleckley County","Georgia"
"413","13025","Brantley County","Georgia"
"414","13027","Brooks County","Georgia"
"415","13029","Bryan County","Georgia"
"416","13031","Bulloch County","Georgia"
"417","13033","Burke County","Georgia"
"418","13035","Butts County","Georgia"
"419","13037","Calhoun County","Georgia"
"420","13039","Camden County","Georgia"
"421","13043","Candler County","Georgia"
"422","13045","Carroll County","Georgia"
"423","13047","Catoosa County","Georgia"
"424","13049","Charlton County","Georgia"
"425","13051","Chatham County","Georgia"
"426","13053","Chattahoochee County","Georgia"
"427","13055","Chattooga County","Georgia"
"428","13057","Cherokee County","Georgia"
"429","13059","Clarke County","Georgia"
"430","13061","Clay County","Georgia"
"431","13063","Clayton County","Georgia"
"432","13065","Clinch County","Georgia"
"433","13067","Cobb County","Georgia"
"434","13069","Coffee County","Georgia"
"435","13071","Colquitt County","Georgia"
"436","13073","Columbia County","Georgia"
"437","13075","Cook County","Georgia"
"438","13077","Coweta County","Georgia"
"439","13079","Crawford County","Georgia"
"440","13081","Crisp County","Georgia"
"441","13083","Dade County","Georgia"
"442","13085","Dawson County","Georgia"
"443","13087","Decatur County","Georgia"
"444","13089","DeKalb County","Georgia"
"445","13091","Dodge County","Georgia"
"446","13093","Dooly County","Georgia"
"447","13095","Dougherty County","Georgia"
"448","13097","Douglas County","Georgia"
"449","13099","Early County","Georgia"
"450","13101","Echols County","Georgia"
"451","13103","Effingham County","Georgia"
"452","13105","Elbert County","Georgia"
"453","13107","Emanuel County","Georgia"
"454","13109","Evans County","Georgia"
"455","13111","Fannin County","Georgia"
"456","13113","Fayette County","Georgia"
"457","13115","Floyd County","Georgia"
"458","13117","Forsyth County","Georgia"
"459","13119","Franklin County","Georgia"
"460","13121","Fulton County","Georgia"
"461","13123","Gilmer County","Georgia"
"462","13125","Glascock County","Georgia"
"463","13127","Glynn County","Georgia"
"464","13129","Gordon County","Georgia"
"465","13131","Grady County","Georgia"
"466","13133","Greene County","Georgia"
"467","13135","Gwinnett County","Georgia"
"468","13137","Habersham County","Georgia"
"469","13139","Hall County","Georgia"
"470","13141","Hancock County","Georgia"
"471","13143","Haralson County","Georgia"
"472","13145","Harris County","Georgia"
"473","13147","Hart County","Georgia"
"474","13149","Heard County","Georgia"
"475","13151","Henry County","Georgia"
"476","13153","Houston County","Georgia"
"477","13155","Irwin County","Georgia"
"478","13157","Jackson County","Georgia"
"479","13159","Jasper County","Georgia"
"480","13161","Jeff Davis County","Georgia"
"481","13163","Jefferson County","Georgia"
"482","13165","Jenkins County","Georgia"
"483","13167","Johnson County","Georgia"
"484","13169","Jones County","Georgia"
"485","13171","Lamar County","Georgia"
"486","13173","Lanier County","Georgia"
"487","13175","Laurens County","Georgia"
"488","13177","Lee County","Georgia"
"489","13179","Liberty County","Georgia"
"490","13181","Lincoln County","Georgia"
"491","13183","Long County","Georgia"
"492","13185","Lowndes County","Georgia"
"493","13187","Lumpkin County","Georgia"
"494","13189","McDuffie County","Georgia"
"495","13191","McIntosh County","Georgia"
"496","13193","Macon County","Georgia"
"497","13195","Madison County","Georgia"
"498","13197","Marion County","Georgia"
"499","13199","Meriwether County","Georgia"
"500","13201","Miller County","Georgia"
"501","13205","Mitchell County","Georgia"
"502","13207","Monroe County","Georgia"
"503","13209","Montgomery County","Georgia"
"504","13211","Morgan County","Georgia"
"505","13213","Murray County","Georgia"
"506","13215","Muscogee County","Georgia"
"507","13217","Newton County","Georgia"
"508","13219","Oconee County","Georgia"
"509","13221","Oglethorpe County","Georgia"
"510","13223","Paulding County","Georgia"
"511","13225","Peach County","Georgia"
"512","13227","Pickens County","Georgia"
"513","13229","Pierce County","Georgia"
"514","13231","Pike County","Georgia"
"515","13233","Polk County","Georgia"
"516","13235","Pulaski County","Georgia"
"517","13237","Putnam County","Georgia"
"518","13239","Quitman County","Georgia"
"519","13241","Rabun County","Georgia"
"520","13243","Randolph County","Georgia"
"521","13245","Richmond County","Georgia"
"522","13247","Rockdale County","Georgia"
"523","13249","Schley County","Georgia"
"524","13251","Screven County","Georgia"
"525","13253","Seminole County","Georgia"
"526","13255","Spalding County","Georgia"
"527","13257","Stephens County","Georgia"
"528","13259","Stewart County","Georgia"
"529","13261","Sumter County","Georgia"
"530","13263","Talbot County","Georgia"
"531","13265","Taliaferro County","Georgia"
"532","13267","Tattnall County","Georgia"
"533","13269","Taylor County","Georgia"
"534","13271","Telfair County","Georgia"
"535","13273","Terrell County","Georgia"
"536","13275","Thomas County","Georgia"
"537","13277","Tift County","Georgia"
"538","13279","Toombs County","Georgia"
"539","13281","Towns County","Georgia"
"540","13283","Treutlen County","Georgia"
"541","13285","Troup County","Georgia"
"542","13287","Turner County","Georgia"
"543","13289","Twiggs County","Georgia"
"544","13291","Union County","Georgia"
"545","13293","Upson County","Georgia"
"546","13295","Walker County","Georgia"
"547","13297","Walton County","Georgia"
"548","13299","Ware County","Georgia"
"549","13301","Warren County","Georgia"
"550","13303","Washington County","Georgia"
"551","13305","Wayne County","Georgia"
"552","13307","Webster County","Georgia"
"553","13309","Wheeler County","Georgia"
"554","13311","White County","Georgia"
"555","13313","Whitfield County","Georgia"
"556","13315","Wilcox County","Georgia"
"557","13317","Wilkes County","Georgia"
"558","13319","Wilkinson County","Georgia"
"559","13321","Worth County","Georgia"
"560","66010","Guam[4]","Guam"
"561","15001","Hawaii County","Hawaiʻi"
"562","15003","Honolulu, City and County of[n]","Hawaiʻi"
"563","15005","Kalawao County","Hawaiʻi"
"564","15007","Kauai County","Hawaiʻi"
"565","15009","Maui County","Hawaiʻi"
"566","16001","Ada County","Idaho"
"567","16003","Adams County","Idaho"
"568","16005","Bannock County","Idaho"
"569","16007","Bear Lake County","Idaho"
"570","16009","Benewah County","Idaho"
"571","16011","Bingham County","Idaho"
"572","16013","Blaine County","Idaho"
"573","16015","Boise County","Idaho"
"574","16017","Bonner County","Idaho"
"575","16019","Bonneville County","Idaho"
"576","16021","Boundary County","Idaho"
"577","16023","Butte County","Idaho"
"578","16025","Camas County","Idaho"
"579","16027","Canyon County","Idaho"
"580","16029","Caribou County","Idaho"
"581","16031","Cassia County","Idaho"
"582","16033","Clark County","Idaho"
"583","16035","Clearwater County","Idaho"
"584","16037","Custer County","Idaho"
"585","16039","Elmore County","Idaho"
"586","16041","Franklin County","Idaho"
"587","16043","Fremont County","Idaho"
"588","16045","Gem County","Idaho"
"589","16047","Gooding County","Idaho"
"590","16049","Idaho County","Idaho"
